,Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
4423,Maruti Wagon,2014,43628,Petrol,Manual,First,22.5,998,67.04,5,316000
4424,Hyundai Xcent,2014,60000,Diesel,Manual,First,24.4,1120,71.0,5,390000
4425,Chevrolet Beat,2010,54000,Petrol,Manual,Second,17.8,1199,76.8,5,195000
4426,Jaguar XF,2015,27001,Diesel,Automatic,First,16.36,2179,187.7,5,2652000
4427,Volkswagen Passat,2010,52000,Diesel,Automatic,First,18.33,1968,167.7,5,900000
4428,Hyundai i20,2012,80000,Diesel,Manual,First,21.27,1396,88.76,5,450000
4429,Mitsubishi Pajero,2008,160000,Diesel,Manual,First,10.5,2835,107.2,6,875000
4430,Maruti Vitara,2018,3300,Diesel,Automatic,First,24.3,1248,88.5,5,1150000
4431,Maruti Alto,2016,35027,Petrol,Manual,First,24.07,998,67.1,5,300000
4432,Hyundai EON,2015,26568,Petrol,Manual,First,21.1,814,55.2,5,379000
4433,Maruti Ciaz,2015,59000,Diesel,Manual,First,28.09,1248,88.5,5,600000
4434,Hyundai Creta,2016,51000,Diesel,Manual,First,19.67,1582,126.2,5,1325000
4435,Skoda Superb,2012,56400,Diesel,Automatic,First,17.2,1968,138.1,5,800000
4436,Volkswagen Polo,2015,80000,Diesel,Manual,First,20.14,1498,88.8,5,580000
4437,Toyota Innova,2013,107000,Diesel,Manual,Second,12.99,2494,100.6,7,1350000
4438,Mercedes-Benz E-Class,2014,100000,Diesel,Automatic,First,14.21,2143,203.0,5,2500000
4439,Volkswagen Polo,2016,59998,Diesel,Manual,First,20.14,1498,88.8,5,549000
4440,Audi Q3,2013,105000,Diesel,Automatic,First,17.32,1968,150.0,5,1900000
4441,Hyundai i20,2011,36000,Petrol,Manual,First,18.5,1197,80.0,5,250000
4442,Hyundai i10,2015,24350,Petrol,Manual,Second,19.81,1086,68.05,5,300000
4443,Tata Tigor,2018,28973,Diesel,Manual,First,24.7,1047,69.0,5,664000
4444,Hyundai EON,2017,8243,Petrol,Manual,First,21.1,814,55.2,5,321000
4445,Hyundai Santro,2009,136642,Petrol,Manual,Second,17.92,1086,62.1,5,155000
4446,Hyundai Santro,2011,60000,Petrol,Manual,First,17.92,1086,62.1,5,259000
4447,Mahindra Scorpio,2008,100000,Diesel,Manual,Second,12.7,2609,120.0,8,400000
4448,Honda City,2010,48689,Petrol,Manual,First,17.4,1497,117.3,5,387000
4449,Maruti Vitara,2017,45000,Diesel,Manual,First,24.3,1248,88.5,5,975000
4450,Audi A4,2019,38163,Diesel,Automatic,First,17.11,1968,174.33,5,3290999
4451,Mercedes-Benz E-Class,2011,43800,Diesel,Automatic,Second,14.21,2143,203.0,5,1675000
4452,Honda Civic,2007,92000,Petrol,Manual,First,13.5,1799,130.0,5,190000
4453,Hyundai i20,2017,14064,Petrol,Manual,First,18.6,1197,81.83,5,659000
4454,Audi Q3,2017,42366,Diesel,Automatic,First,15.73,1968,174.33,5,3193000
4455,Honda City,2014,76551,Diesel,Manual,First,25.1,1498,98.6,5,725000
4456,Hyundai i10,2008,72672,Petrol,Manual,First,19.81,1086,68.05,5,190000
4457,Maruti Swift,2015,45000,Diesel,Manual,First,25.2,1248,74.0,5,355000
4458,Ford Endeavour,2012,91696,Diesel,Automatic,First,11.4,2953,153.86,7,925000
4459,Ford Ikon,2009,66484,Petrol,Manual,First,13.8,1299,70.0,5,165000
4460,BMW X1,2019,15456,Diesel,Automatic,First,20.68,1995,190.0,5,3664000
4461,Mercedes-Benz E-Class,2011,55000,Diesel,Automatic,Second,14.21,2143,203.0,5,1600000
4462,Maruti Eeco,2019,21112,CNG,Manual,First,15.1,1196,73.0,5,538000
4463,Honda Amaze,2014,61297,Diesel,Manual,First,25.8,1498,98.6,5,434999
4464,Maruti Zen,2006,80000,Petrol,Manual,Second,17.3,993,60.0,5,120000
4465,Hyundai i20,2013,59000,Petrol,Manual,Second,18.5,1197,80.0,5,409999
4466,BMW X5,2009,150000,Diesel,Automatic,First,11.0,2993,235.0,5,1875000
4467,Hyundai Creta,2017,60083,Diesel,Manual,First,19.67,1582,126.2,5,1378000
4468,Maruti Swift,2016,85450,Diesel,Manual,First,26.59,1248,74.0,5,400000
4469,Maruti Swift,2013,88000,Diesel,Manual,First,22.9,1248,74.0,5,433000
4470,Hyundai Grand,2015,81828,Diesel,Manual,First,24.0,1186,73.97,5,543000
4471,Ford Figo,2016,18000,Petrol,Manual,First,18.16,1196,86.8,5,490000
4472,BMW X5,2017,15000,Diesel,Automatic,First,15.97,2993,258.0,5,7000000
4473,Mercedes-Benz New,2016,34000,Diesel,Automatic,First,11.78,2143,167.62,5,2550000
4474,Hyundai Grand,2015,46000,Petrol,Automatic,First,18.9,1197,82.0,5,509999
4475,Hyundai Verna,2013,48158,Diesel,Manual,First,22.32,1582,126.32,5,670000
4476,BMW 5,2013,93000,Diesel,Automatic,First,16.73,2993,218.0,5,2650000
4477,Nissan Micra,2013,71007,Diesel,Manual,First,23.08,1461,63.1,5,390000
4478,Maruti SX4,2010,63067,Petrol,Manual,Second,15.5,1586,103.3,5,270000
4479,Tata Manza,2011,70259,Diesel,Manual,First,21.12,1248,88.8,5,295000
4480,Audi A4,2015,13000,Diesel,Automatic,First,16.55,1968,140.0,5,2300000
4481,Maruti Swift,2009,140000,Diesel,Manual,Second,17.8,1248,75.0,5,249000
4482,Maruti Swift,2015,130000,Diesel,Manual,First,25.2,1248,74.0,5,450000
4483,Toyota Corolla,2011,89401,Diesel,Manual,First,21.43,1364,87.2,5,450000
4484,Honda Jazz,2015,67000,Diesel,Manual,First,27.3,1498,98.6,5,690000
4485,BMW 6,2010,65329,Petrol,Automatic,First,7.94,4395,450.0,4,2072000
4486,Skoda Fabia,2010,72000,Petrol,Manual,First,16.25,1198,73.9,5,221000
4487,Land Rover,2011,82000,Diesel,Automatic,Second,12.35,2179,187.74,5,1390000
4488,Ford Fiesta,2010,85000,Petrol,Manual,First,15.3,1596,101.0,5,146000
4489,Hyundai Verna,2012,83000,Diesel,Automatic,First,19.08,1582,126.32,5,600000
4490,Renault KWID,2016,26000,Petrol,Manual,First,21.7,999,67.0,5,300000
4491,Tata Indica,2012,27000,Diesel,Manual,First,22.3,1248,88.8,5,350000
4492,Hyundai i20,2018,37746,Diesel,Manual,First,21.19,1396,88.73,5,759000
4493,Maruti SX4,2009,63274,Petrol,Manual,Second,15.0,1586,104.68,5,199000
4494,Renault KWID,2016,25000,Petrol,Manual,First,25.17,799,53.3,5,380000
4495,Mahindra Xylo,2013,197000,Diesel,Manual,First,11.68,2498,112.0,7,400000
4496,Hyundai EON,2013,45010,Petrol,Manual,Second,21.1,814,55.2,5,295000
4497,Honda Amaze,2013,75348,Diesel,Manual,First,25.8,1498,98.6,5,375000
4498,Volkswagen Polo,2010,90110,Diesel,Manual,First,22.07,1199,73.9,5,250000
4499,Honda City,2011,102013,Petrol,Manual,First,17.0,1497,118.0,5,375000
4500,Toyota Fortuner,2015,36000,Diesel,Automatic,First,12.55,2982,168.5,7,2200000
4501,Honda Amaze,2017,37578,Petrol,Manual,First,18.0,1198,86.7,5,614000
4502,BMW 1,2015,46001,Diesel,Automatic,First,20.58,1995,143.0,5,1600000
4503,Maruti Celerio,2014,46559,Petrol,Automatic,First,23.1,998,67.04,5,375000
4504,Toyota Innova,2015,48000,Diesel,Manual,First,12.99,2494,100.6,8,1175000
4505,Jaguar XF,2013,46000,Diesel,Automatic,Second,16.36,2179,187.7,5,2400000
4506,Honda WRV,2017,15000,Petrol,Manual,First,17.5,1199,88.7,5,890000
4507,BMW X1,2012,85000,Diesel,Automatic,Third,17.05,1995,184.0,5,1000000
4508,Skoda Rapid,2014,32000,Petrol,Automatic,First,14.3,1598,103.5,5,555000
4509,Volkswagen Vento,2012,60818,Petrol,Manual,First,16.09,1598,103.5,5,359000
4510,Ford EcoSport,2019,35188,Diesel,Manual,First,22.77,1498,98.59,5,1113000
4511,Mahindra XUV500,2012,110000,Diesel,Manual,First,15.1,2179,140.0,7,720000
4512,Ford Fiesta,2014,61000,Diesel,Manual,First,18.6,1388,67.0,5,298000
4513,Hyundai Santro,2010,75000,Petrol,Manual,Second,17.92,1086,62.1,5,170000
4514,Mercedes-Benz GL-Class,2015,55000,Diesel,Automatic,First,12.0,2987,224.0,7,5200000
4515,Maruti Alto,2003,69966,Petrol,Manual,First,19.7,796,46.3,5,95000
4516,Honda City,2016,42000,Petrol,Manual,First,17.8,1497,117.3,5,925000
4517,Hyundai Santa,2014,48000,Diesel,Automatic,First,13.01,2199,194.3,7,1625000
4518,Mercedes-Benz GLA,2015,35000,Diesel,Automatic,First,17.9,2143,136.0,5,2099000
4519,Toyota Innova,2005,128000,Diesel,Manual,Second,12.8,2494,102.0,8,425000
4520,BMW 3,2008,78000,Diesel,Automatic,Second,16.07,1995,181.0,5,720000
4521,Maruti Swift,2011,53080,Petrol,Manual,First,18.6,1197,85.8,5,440000
4522,Volkswagen Vento,2011,66000,Petrol,Manual,Second,15.04,1598,103.6,5,425000
4523,Maruti Ertiga,2012,25000,Petrol,Manual,First,16.02,1373,93.7,7,535000
4524,Hyundai Grand,2016,36139,Petrol,Automatic,Second,18.9,1197,82.0,5,630000
4525,Hyundai Creta,2017,44000,Diesel,Manual,First,19.67,1582,126.2,5,1250000
4526,Audi A6,2008,50000,Diesel,Automatic,Second,16.77,2967,241.38,5,750000
4527,Mahindra XUV500,2016,81177,Diesel,Manual,First,16.0,1997,140.0,7,1125000
4528,Ford EcoSport,2016,26000,Petrol,Automatic,First,16.05,1499,110.4,5,765000
4529,Hyundai Xcent,2016,100000,Diesel,Manual,First,24.4,1120,71.0,5,450000
4530,Volkswagen Vento,2014,75000,Diesel,Automatic,First,21.21,1498,103.2,5,750000
4531,Mercedes-Benz S-Class,2004,119859,Petrol,Automatic,First,13.0,2987,210.0,5,710000
4532,Hyundai i10,2010,55980,Petrol,Manual,First,20.36,1197,78.9,5,225000
4533,Audi A4,2015,30000,Diesel,Automatic,First,17.11,1968,174.33,5,2700000
4534,Hyundai i20,2012,49700,Diesel,Manual,Second,21.9,1396,88.76,5,418000
4535,Hyundai Verna,2013,79000,Diesel,Manual,First,23.5,1396,88.7,5,650000
4536,Honda City,2010,65100,Petrol,Manual,First,17.0,1497,118.0,5,315000
4537,Maruti Ertiga,2016,54161,Diesel,Manual,First,25.47,1248,88.5,7,764000
4538,Maruti Alto,2011,28619,Petrol,Manual,First,19.7,796,46.3,5,240000
4539,Maruti Wagon,2016,9000,Petrol,Automatic,First,20.51,998,67.0,5,425000
4540,Hyundai Verna,2016,42876,Diesel,Automatic,First,19.08,1582,126.2,5,931000
4541,Maruti Alto,2011,64000,Petrol,Manual,First,19.7,796,46.3,5,239000
4542,Volkswagen Vento,2018,20488,Petrol,Manual,Second,16.09,1598,103.5,5,764000
4543,Maruti Baleno,2016,21000,Petrol,Manual,First,21.4,1197,83.1,5,621000
4544,Honda CR-V,2011,55987,Petrol,Automatic,First,13.7,1997,153.86,5,822000
4545,Toyota Fortuner,2017,72668,Diesel,Manual,First,14.24,2755,174.5,7,2885000
4546,Honda City,2015,32000,Petrol,Automatic,First,15.6,1497,116.3,5,850000
4547,Mercedes-Benz SLK-Class,2014,3000,Petrol,Automatic,Second,12.0,5461,421.0,2,9000000
4548,Honda City,2015,10400,Petrol,Manual,First,17.4,1497,117.3,5,651000
4549,Maruti Swift,2013,35000,Diesel,Manual,First,22.9,1248,74.0,5,465000
4550,Toyota Corolla,2013,55101,Petrol,Automatic,First,14.53,1794,138.1,5,840000
4551,Toyota Etios,2014,57464,Diesel,Manual,First,23.59,1364,67.06,5,575000
4552,Maruti Wagon,2006,110000,Petrol,Manual,First,18.9,998,67.1,5,111000
4553,Mercedes-Benz E-Class,2014,72000,Petrol,Automatic,First,12.0,1991,184.0,5,1725000
4554,Jaguar XF,2012,16000,Diesel,Automatic,First,16.36,2179,187.7,5,3200000
4555,Hyundai i20,2011,62020,Petrol,Manual,First,17.0,1197,80.0,5,345000
4556,Land Rover,2014,85000,Diesel,Automatic,Second,12.39,2179,147.51,5,2300000
4557,Hyundai Elite,2018,14223,Petrol,Manual,First,18.6,1197,81.86,5,732000
4558,Honda Amaze,2014,41210,Petrol,Manual,First,18.0,1198,86.7,5,440000
4559,Maruti Alto,2016,18043,Petrol,Manual,First,22.74,796,47.3,5,412000
4560,Toyota Innova,2016,80000,Diesel,Automatic,First,11.36,2755,171.5,7,1950000
4561,Hyundai Grand,2016,21000,Petrol,Automatic,First,18.9,1197,82.0,5,620000
4562,BMW X3,2016,49000,Diesel,Automatic,First,16.55,2993,258.0,5,4500000
4563,Hyundai i20,2010,95000,Petrol,Manual,Second,18.5,1197,80.0,5,280000
4564,Hyundai Grand,2015,32000,Petrol,Automatic,First,18.9,1197,82.0,5,480000
4565,Ford Fiesta,2014,122800,Diesel,Manual,First,25.01,1498,89.75,5,565000
4566,Maruti Swift,2015,69000,Diesel,Manual,First,26.59,1248,74.0,5,590000
4567,Toyota Etios,2015,65000,Diesel,Manual,Second,23.59,1364,67.04,5,500000
4568,Hyundai Xcent,2015,23000,Petrol,Manual,First,19.1,1197,82.0,5,490000
4569,Honda Civic,2009,70000,Petrol,Manual,First,13.5,1799,130.0,5,425000
4570,Toyota Innova,2014,250000,Diesel,Manual,First,12.99,2494,100.6,8,1090000
4571,Hyundai Accent,2012,56000,Petrol,Manual,First,13.2,1495,94.0,5,245000
4572,Maruti Alto,2013,30000,Petrol,Manual,First,22.74,796,47.3,5,250000
4573,Mercedes-Benz SL-Class,2010,35000,Petrol,Automatic,First,8.1,5461,387.3,2,2950000
4574,Ford Ecosport,2013,92250,Diesel,Manual,Second,22.7,1498,89.84,5,575000
4575,Hyundai Xcent,2018,40000,Petrol,Manual,First,20.14,1197,81.86,5,500000
4576,Skoda Rapid,2014,96848,Petrol,Automatic,First,14.3,1598,103.6,5,462000
4577,Audi Q3,2016,42000,Diesel,Automatic,First,15.73,1968,174.33,5,2350000
4578,Mahindra XUV500,2013,55886,Diesel,Manual,First,16.0,2179,140.0,7,725000
4579,Hyundai Verna,2019,12336,Petrol,Manual,First,17.0,1591,121.3,5,1188000
4580,Hyundai Verna,2009,60000,Petrol,Manual,Third,13.9,1599,103.2,5,225000
4581,Ford Ikon,2003,83000,Petrol,Manual,Second,14.2,1597,92.0,5,85000
4582,Nissan Micra,2018,24000,Petrol,Manual,First,19.69,1198,67.04,5,400000
4583,Honda Brio,2016,32198,Petrol,Automatic,First,16.5,1198,86.8,5,509999
4584,Toyota Innova,2014,92247,Diesel,Manual,First,12.99,2494,100.6,7,1250000
4585,Volkswagen Vento,2011,121311,Diesel,Manual,First,20.64,1498,108.5,5,290000
4586,Mahindra XUV500,2016,66296,Diesel,Manual,First,16.0,2179,140.0,7,1596000
4587,Hyundai Xcent,2015,41000,Petrol,Automatic,First,16.9,1197,82.0,5,545000
4588,Ford Endeavour,2017,38681,Diesel,Manual,First,13.5,2198,157.7,7,2386000
4589,Chevrolet Spark,2008,43761,Petrol,Manual,First,18.0,995,62.0,5,175000
4590,Maruti Ertiga,2017,17400,Diesel,Manual,First,24.52,1248,88.5,7,975000
4591,Honda Amaze,2013,61510,Diesel,Manual,First,25.8,1498,98.6,5,475000
4592,Honda City,2014,60000,Petrol,Manual,First,17.4,1497,117.3,5,625000
4593,Mini Cooper,2014,35165,Diesel,Automatic,Second,23.8,1998,112.0,5,2200000
4594,Toyota Corolla,2016,41617,Petrol,Automatic,First,14.53,1794,138.1,5,1414000
4595,Skoda Superb,2014,65000,Petrol,Automatic,First,13.7,1798,157.75,5,1195000
4596,Maruti Wagon,2011,68000,Petrol,Manual,First,18.9,998,67.1,5,250000
4597,Hyundai i10,2013,49000,Petrol,Manual,First,19.81,1086,68.05,5,275000
4598,Tata Tiago,2019,16698,Petrol,Manual,First,23.84,1199,84.0,5,585000
4599,Maruti Baleno,2016,30965,Petrol,Manual,First,21.4,1197,83.1,5,625000
4600,Volkswagen Vento,2014,56058,Petrol,Manual,First,15.04,1598,103.2,5,495000
4601,Hyundai Grand,2017,15356,Petrol,Manual,First,18.9,1197,81.86,5,475000
4602,Ford Figo,2013,54000,Diesel,Manual,First,20.0,1399,68.05,5,254999
4603,Honda Civic,2011,47000,Petrol,Automatic,Second,13.9,1799,130.3,5,450000
4604,Maruti Alto,2015,21652,Petrol,Manual,First,22.74,796,47.3,5,301000
4605,Land Rover,2016,52000,Diesel,Automatic,First,15.68,1999,177.0,5,4200000
4606,Audi A6,2010,35010,Diesel,Automatic,First,12.4,2698,179.5,5,1150000
4607,Mercedes-Benz E-Class,2006,76662,Diesel,Automatic,First,11.0,2987,198.5,5,1099000
4608,Honda City,2009,89000,Petrol,Automatic,First,17.0,1497,118.0,5,371000
4609,Honda CR-V,2006,80000,Petrol,Automatic,Third,10.1,2354,152.0,5,200000
4610,Maruti Ciaz,2018,39023,Diesel,Manual,First,28.09,1248,88.5,5,948000
4611,Maruti Wagon,2004,62000,Petrol,Manual,Second,18.9,998,67.1,5,125000
4612,Hyundai Creta,2015,78046,Diesel,Manual,First,19.67,1582,126.2,5,1090000
4613,Maruti Ciaz,2015,34400,Diesel,Manual,First,28.09,1248,88.5,5,550000
4614,Hyundai EON,2016,64624,Petrol,Manual,First,21.1,814,55.2,5,371000
4615,Maruti Ertiga,2014,69192,Petrol,Manual,First,16.02,1373,93.7,7,625000
4616,Volkswagen Vento,2012,55000,Diesel,Manual,First,20.54,1598,103.6,5,490000
4617,Honda City,2005,81000,Petrol,Manual,Second,12.8,1493,100.0,5,110000
4618,Volkswagen Polo,2016,36733,Petrol,Manual,First,16.47,1198,73.9,5,472000
4619,Maruti Alto,2017,24310,CNG,Manual,First,33.44,796,40.3,4,370000
4620,Mercedes-Benz GLA,2016,43022,Diesel,Automatic,First,17.9,2143,136.0,5,2485000
4621,Hyundai Santa,2013,74000,Diesel,Manual,First,14.66,2199,194.3,7,1225000
4622,Maruti Swift,2014,47000,Diesel,Manual,First,22.9,1248,74.0,5,390000
4623,Hyundai Elite,2017,37460,Petrol,Manual,First,18.6,1197,81.86,5,628000
4624,Mahindra Xylo,2011,130000,Diesel,Manual,First,14.0,2498,112.0,8,275000
4625,Hyundai Grand,2017,31576,Petrol,Manual,First,18.9,1197,82.0,5,785000
4626,Volkswagen Vento,2011,66000,Petrol,Manual,First,15.04,1598,103.6,5,295000
4627,Honda Accord,2008,79000,Petrol,Automatic,Second,11.7,2354,177.6,5,484999
4628,Mercedes-Benz S-Class,2011,47140,Diesel,Automatic,Second,13.5,2925,281.61,5,3000000
4629,Mercedes-Benz B,2016,36610,Diesel,Automatic,First,15.0,2143,107.3,5,1989999
4630,Hyundai Creta,2016,93000,Diesel,Manual,First,20.5,1582,126.2,5,1080000
4631,Audi A3,2016,20003,Diesel,Automatic,First,20.38,1968,143.0,5,1925000
4632,Renault Duster,2013,66314,Diesel,Manual,First,19.87,1461,83.8,5,550000
4633,Ford Fiesta,2009,76000,Diesel,Manual,First,17.8,1399,68.0,5,275000
4634,Hyundai Creta,2015,29000,Diesel,Manual,First,19.67,1582,126.2,5,1300000
4635,Ford Figo,2011,30000,Diesel,Manual,First,20.0,1399,68.0,5,320000
4636,Volkswagen Polo,2013,56526,Petrol,Manual,First,15.26,1598,103.5,5,584000
4637,Volvo V40,2015,38000,Diesel,Automatic,Second,16.8,1969,150.0,5,2400000
4638,Hyundai Verna,2012,41000,Diesel,Automatic,First,19.08,1582,126.32,5,625000
4639,BMW 7,2009,53000,Diesel,Automatic,First,14.49,2993,258.0,5,3600000
4640,Mitsubishi Lancer,2003,125000,Diesel,Manual,Third,14.8,1998,68.0,5,300000
4641,Toyota Fortuner,2010,242000,Diesel,Manual,First,11.5,2982,171.0,7,1100000
4642,Maruti Ciaz,2015,90000,Diesel,Manual,First,26.21,1248,88.5,5,650000
4643,Maruti Vitara,2018,11000,Diesel,Manual,First,24.3,1248,88.5,5,940000
4644,BMW 3,2018,21936,Diesel,Automatic,First,21.76,1995,190.0,5,3792000
4645,Volkswagen Vento,2013,41000,Petrol,Automatic,First,14.4,1598,103.6,5,525000
4646,Hyundai i20,2011,47000,Petrol,Manual,First,17.0,1197,80.0,5,450000
4647,BMW X5,2009,110000,Diesel,Automatic,First,11.0,2993,235.0,5,1800000
4648,Hyundai Xcent,2015,45960,Petrol,Manual,First,19.1,1197,82.0,5,556000
4649,Mercedes-Benz E-Class,2013,48000,Diesel,Automatic,First,14.21,2143,203.0,5,2200000
4650,Land Rover,2011,68000,Diesel,Automatic,First,12.39,2179,147.51,5,2200000
4651,Hyundai i10,2011,41000,Petrol,Manual,First,20.36,1197,78.9,5,265000
4652,Hyundai Verna,2013,69573,Diesel,Manual,Second,22.32,1582,126.32,5,585000
4653,Volkswagen Jetta,2012,115000,Diesel,Manual,First,19.33,1968,138.1,5,695000
4654,Mahindra XUV500,2012,47629,Diesel,Manual,First,15.1,2179,140.0,7,650000
4655,Maruti Omni,2004,66624,Petrol,Manual,Third,19.7,796,35.0,8,85000
4656,Skoda Superb,2013,80000,Petrol,Automatic,Second,14.67,1798,177.46,5,725000
4657,Maruti Swift,2012,94868,Diesel,Manual,First,22.9,1248,74.0,5,450000
4658,Mahindra Scorpio,2010,76477,Diesel,Manual,First,10.5,2179,120.0,8,425000
4659,Mercedes-Benz GLA,2016,28000,Petrol,Automatic,First,13.7,1991,183.0,5,2600000
4660,Mahindra Thar,2017,28599,Diesel,Manual,First,16.55,2498,105.0,6,966000
4661,Renault Duster,2013,45348,Diesel,Manual,Second,19.01,1461,108.45,5,685000
4662,Audi Q5,2013,80127,Diesel,Automatic,First,12.8,1968,167.6,5,2368000
4663,Land Rover,2013,68000,Diesel,Automatic,Second,12.39,2179,147.51,5,1575000
4664,Volkswagen Vento,2012,75000,Diesel,Manual,Third,20.54,1598,103.6,5,350000
4665,BMW 5,2006,48000,Petrol,Automatic,Second,11.62,2979,306.0,5,699000
4666,Hyundai Elantra,2019,41871,Diesel,Manual,First,22.7,1582,126.2,5,1557000
4667,Tata Sumo,2015,84931,Diesel,Manual,First,15.3,2956,83.8,7,529000
4668,Datsun redi-GO,2016,15000,Petrol,Manual,First,22.7,799,53.64,5,225000
4669,BMW X5,2009,110000,Diesel,Automatic,First,11.7,2993,245.0,5,2000000
4670,BMW 6,2011,5900,Petrol,Automatic,First,7.94,4395,450.0,4,4750000
4671,Maruti Alto,2002,103653,Petrol,Manual,Second,18.9,1061,47.0,5,122000
4672,Volkswagen Polo,2012,64806,Petrol,Manual,First,16.47,1198,73.9,5,365000
4673,Datsun GO,2016,35000,Petrol,Manual,First,20.62,1198,67.0,7,310000
4674,Hyundai Creta,2016,40000,Petrol,Manual,First,15.29,1591,121.3,5,1150000
4675,Maruti Alto,2015,23876,Petrol,Manual,First,24.07,998,67.1,5,346000
4676,Hyundai Santa,2013,67901,Diesel,Manual,First,14.66,2199,194.3,7,838000
4677,Volkswagen Polo,2014,68865,Diesel,Manual,First,15.11,1598,103.6,5,480000
4678,Honda Amaze,2014,71000,Diesel,Manual,Second,25.8,1498,98.6,5,450000
4679,Maruti Swift,2014,25000,Diesel,Manual,First,22.9,1248,74.0,5,395000
4680,Skoda Rapid,2012,180000,Diesel,Manual,First,20.5,1598,103.5,5,365000
4681,Mercedes-Benz E-Class,2005,131000,Diesel,Automatic,First,11.0,2987,198.5,5,1000000
4682,Mahindra Scorpio,2011,65000,Diesel,Manual,Second,12.05,2179,120.0,8,400000
4683,Nissan Sunny,2012,117777,Diesel,Manual,First,21.64,1461,84.8,5,475000
4684,Maruti Swift,2009,65000,Petrol,Manual,Second,17.5,1298,85.8,5,310000
4685,Hyundai EON,2017,46897,Petrol,Manual,First,21.1,814,55.2,5,361000
4686,Honda Brio,2015,36695,Petrol,Manual,First,19.4,1198,86.8,5,429000
4687,Nissan Micra,2011,43000,Petrol,Manual,First,18.06,1198,75.0,5,213000
4688,Maruti Alto,2008,54000,Petrol,Manual,First,19.7,796,46.3,5,110000
4689,BMW 3,2011,89000,Diesel,Automatic,First,22.69,1995,190.0,5,1395000
4690,Volkswagen Polo,2014,7000,Petrol,Manual,First,16.47,1198,74.0,5,535000
4691,Maruti Celerio,2014,58470,Petrol,Manual,First,23.1,998,67.04,5,390000
4692,Maruti Wagon,2014,37000,Petrol,Manual,First,21.5,1197,81.8,5,280000
4693,Maruti Ciaz,2016,29000,Diesel,Manual,First,26.21,1248,88.5,5,875000
4694,Audi A4,2013,52000,Diesel,Automatic,First,16.55,1968,147.51,5,1950000
4695,Honda Brio,2013,32807,Petrol,Manual,First,19.4,1198,86.8,5,275000
4696,Mahindra Scorpio,2013,86000,Diesel,Automatic,First,11.79,2179,120.0,8,800000
4697,Honda City,2014,66500,Diesel,Manual,First,26.0,1498,98.6,5,570000
4698,BMW X1,2012,94000,Diesel,Automatic,First,17.05,1995,184.0,5,1250000
4699,Chevrolet Spark,2011,29000,Petrol,Manual,Second,18.0,995,62.0,5,175000
4700,Ford Figo,2010,107389,Diesel,Manual,Second,20.0,1399,68.0,5,190000
4701,Maruti Swift,2015,36100,Petrol,Manual,First,20.4,1197,81.8,5,450000
4702,Mercedes-Benz New,2015,16329,Diesel,Automatic,First,19.27,2143,170.0,5,3030000
4703,Skoda Octavia,2014,36000,Diesel,Automatic,First,19.3,1968,141.0,5,1600000
4704,BMW X3,2017,41816,Diesel,Automatic,First,18.56,1995,190.0,5,3278000
4705,Hyundai EON,2015,54680,Petrol,Manual,First,21.1,814,55.2,5,250000
4706,Audi A4,2017,14000,Diesel,Automatic,First,18.25,1968,187.74,5,4300000
4707,Ford Figo,2017,23977,Petrol,Manual,First,18.16,1196,86.8,5,538000
4708,Maruti Alto,2013,30131,Petrol,Manual,First,20.92,998,67.1,5,265000
4709,Maruti Alto,2017,2530,Petrol,Manual,First,24.7,796,47.3,5,330000
4710,Mercedes-Benz New,2015,39000,Diesel,Automatic,First,19.27,2143,167.62,5,3400000
4711,Hyundai Santro,2001,140000,Petrol,Manual,Third,20.3,1086,68.0,5,70000
4712,Hyundai Xcent,2017,32257,Diesel,Manual,First,24.4,1120,71.0,5,683000
4713,Honda Amaze,2016,46983,Diesel,Manual,First,25.8,1498,98.6,5,577000
4714,Maruti Swift,2008,107000,Diesel,Manual,Second,17.8,1248,75.0,5,310000
4715,Volkswagen Polo,2017,19000,Petrol,Manual,First,16.2,1199,74.0,5,495000
4716,Audi A4,2013,88000,Diesel,Automatic,First,17.11,1968,174.33,5,1625000
4717,Land Rover,2012,84384,Diesel,Automatic,First,10.2,4367,308.0,7,5254000
4718,Mahindra XUV500,2011,128000,Diesel,Manual,Third,16.0,2179,140.0,7,640000
4719,Ford Endeavour,2011,71000,Diesel,Manual,Third,13.1,2499,141.0,7,695000
4720,Tata Indica,2008,50000,Diesel,Manual,First,17.2,1396,53.5,5,85000
4721,Maruti Baleno,2016,16000,Petrol,Manual,First,21.4,1197,83.1,5,695000
4722,Hyundai Xcent,2017,82000,Diesel,Manual,First,24.4,1120,71.0,5,345000
4723,Honda Civic,2008,80000,Petrol,Manual,First,13.5,1799,130.0,5,275000
4724,Hyundai i20,2015,36000,Petrol,Manual,Second,18.6,1197,81.83,5,495000
4725,Tata Nexon,2018,17477,Petrol,Manual,First,17.0,1198,108.5,5,961999
4726,Hyundai i20,2016,16725,Petrol,Manual,First,18.6,1197,81.83,5,679000
4727,Maruti Swift,2014,48241,Petrol,Manual,First,19.1,1197,85.8,5,450000
4728,Maruti Wagon,2014,52431,Petrol,Manual,First,22.5,998,67.04,5,301000
4729,Hyundai i20,2012,68000,Diesel,Manual,First,21.9,1396,88.76,5,440000
4730,Toyota Fortuner,2012,158000,Diesel,Automatic,First,12.55,2982,168.5,7,1748999
