,size,total_sqft,bath,balcony,price,site_location
10692,2,993,2,2,4200000,Jangali Maharaj
10693,2,1225,2,1,4500000,Kalyani Nagar
10694,2,900,2,0,5500000,Karve Nagar
10696,2,825,2,1,3200000,Kasba Peth
10697,4,3596,4,2,35900000,Katraj
10698,6,1350,4,1,20300000,Khadaki
10699,3,1800,3,3,9200000,Khadki
10700,2,925,2,1,10000000,Kharadi
10701,2,1167,2,1,6300000,Kondhwa
10702,2,1150,2,1,4100000,Kondhwa Budruk
10703,1,650,1,1,5000000,Kondhwa Khurd
10704,1,675,1,1,2700000,Koregaon Park
10705,2,2260,3,1,9000000,Kothrud
10706,1,660,1,0,3239000,Law College
10707,3,4800,4,2,60000000,Laxmi Road
10708,2,1100,2,1,5800000,Lulla Nagar
10709,2,550,1,1,2000000,Mahatma Gandhi
10710,3,1330,2,1,5800000,Mangalwar peth
10711,2,1320,2,1,16000000,Manik Bagh
10712,3,1685,4,2,18500000,Market yard
10713,6,2400,5,2,7500000,Model colony
10714,3,1770,3,3,10800000,Mukund Nagar
10715,3,2100,3,3,12500000,Mundhawa
10716,2,1000,2,3,4200000,Nagar Road
10717,4,600,5,1,10500000,Nana Peth
10718,4,2916,5,1,23000000,Narayan Peth
10721,2,750,2,1,3749000,Padmavati
10722,2,1070,2,1,8700000,Parvati Darshan
10723,3,1536,3,1,10700000,Pashan
10724,3,1710,3,2,21000000,Paud Road
10725,3,2400,3,3,19600000,Pirangut
10727,2,1342,2,1,7200000,Pune Railway
10728,3,1600,3,2,13000000,Rasta Peth
10729,1,938,1,1,5000000,Raviwar Peth
10730,3,1820,3,2,9900000,Sadashiv Peth
10731,4,2439,4,3,17000000,Sahakar Nagar
10732,3,1665,3,2,7800000,Salunke Vihar
10733,3,1850,3,2,15000000,Sasson Road
10734,2,1091,2,1,4000000,Satara Road
10735,2,1346,2,1,7403000,Senapati Bapat
10736,3,1720,3,2,22400000,Shaniwar Peth
10737,4,3675,4,3,17600000,Shivaji Nagar
10738,2,1060,2,2,3395000,Shukrawar Peth
10739,2,1059,2,1,5700000,Sinhagad Road
10740,2,1299,2,1,9700000,Somwar Peth
10741,3,1491,3,2,8500000,Swargate
10742,2,1200,2,2,8500000,Tilak Road
10743,4,2088,5,0,11000000,Uruli Devachi
10744,1,581,1,1,2900000,Vadgaon Budruk
10745,2,1296,2,2,7000000,Wadgaon Sheri
10746,2,1125,2,1,5500000,Viman Nagar
10747,3,1275,3,1,7000000,Vishrant Wadi
10748,2,1095,2,2,5500000,Wagholi
10749,5,10000,4,2,97500000,Wakadewadi
10750,2,1330,2,2,7400000,Wanowrie
10751,2,1135,2,2,6000000,Warje
10752,1,516,1,1,3900000,Yerawada
10753,2,1194,2,1,5100000,Alandi Road
10755,2,770,1,1,3800000,Anandnagar
10756,4,3930,5,2,33000000,Aundh
10757,3,1355,3,2,5420000,Aundh Road
10758,8,3000,8,0,15000000,Balaji Nagar
10759,4,2569,4,1,17500000,Baner
10760,4,3758,4,2,45000000,Baner road
10761,2,1116,2,3,5191000,Bhandarkar Road
10762,3,1707,3,2,11500000,Bhavani Peth
10763,5,1200,5,1,22500000,Bibvewadi
10764,2,1070,2,2,4900000,Bopodi
10766,3,1240,2,1,8300000,Bund Garden
10767,2,1300,2,1,9165000,Camp
10768,2,1700,2,2,7600000,Chandan Nagar
10769,3,1383,2,2,7618000,Dapodi
10770,5,3000,4,3,17000000,Deccan Gymkhana
10772,2,935,2,3,4500000,Dhankawadi
10773,3,2072,4,2,15100000,Dhayari Phata
10774,4,2200,3,1,22500000,Dhole Patil
10775,1,615,1,1,4600000,Erandwane
10776,2,1116,2,1,4500000,Fatima Nagar
10777,3,1639,3,2,10700000,Fergusson College
10778,3,1839,3,2,13000000,Ganesh Peth
10779,2,1300,2,2,6300000,Ganeshkhind
10780,1,625,1,1,2700000,Ghorpade Peth
10781,1,933,1,1,6100000,Ghorpadi
10782,3,2289,3,3,18000000,Gokhale Nagar
10783,3,2316,3,0,12500000,Gultekdi
10784,2,1005,2,1,3977000,Guruwar peth
10785,2,1080,2,1,3800000,Hadapsar
10786,7,1200,5,3,18500000,Hadapsar Industrial
10787,2,910,2,3,3600000,Hingne Khurd
10788,2,1200,2,0,7300000,Jangali Maharaj
10789,2,1110,2,1,3990000,Kalyani Nagar
10790,2,1142,2,2,5600000,Karve Nagar
10791,5,4000,4,3,24000000,Karve Road
10792,3,1800,3,1,20400000,Kasba Peth
10793,2,1005,2,1,5500000,Katraj
10795,2,1074,2,2,5400000,Khadki
10796,2,1230,2,0,8000000,Kharadi
10797,2,660,1,1,2300000,Kondhwa
10798,2,1007,2,2,4800000,Kondhwa Budruk
10799,4,1050,6,1,7400000,Kondhwa Khurd
10800,3,1820,3,2,11300000,Koregaon Park
10801,2,1100,2,1,6000000,Kothrud
10802,2,1348,2,0,10000000,Law College
10803,2,1230,2,2,6625000,Laxmi Road
10804,3,1176,2,1,3761999,Lulla Nagar
10805,3,1590,3,2,5700000,Mahatma Gandhi
10806,2,1200,2,1,7800000,Mangalwar peth
10807,2,1298,2,1,6500000,Manik Bagh
10808,2,1161,2,1,5515000,Market yard
10809,4,1350,4,0,17500000,Model colony
10810,5,1200,5,2,13800000,Mukund Nagar
10811,2,1285,2,1,6000000,Mundhawa
10812,3,1644,3,2,9259000,Nagar Road
10813,3,1819,3,1,15000000,Nana Peth
10814,2,1205,2,1,8500000,Narayan Peth
10815,3,2350,3,3,30000000,Narayangaon
10816,2,1050,2,1,4200000,Navi Peth
10817,2,1270,2,2,6200000,Padmavati
10818,3,1240,2,2,3989000,Parvati Darshan
10819,3,1221,3,3,7000000,Pashan
10820,3,840,2,2,3500000,Paud Road
10821,2,1339,2,2,6300000,Pirangut
10823,2,1315,2,1,8500000,Pune Railway
10824,2,1250,2,2,6800000,Rasta Peth
10825,2,850,2,1,2700000,Raviwar Peth
10826,3,1600,2,2,11000000,Sadashiv Peth
10827,2,1250,2,1,6200000,Sahakar Nagar
10828,3,1312,2,1,5650000,Salunke Vihar
10829,4,3000,4,0,13400000,Sasson Road
10830,2,1300,2,2,2800000,Satara Road
10831,3,1990,3,3,9800000,Senapati Bapat
10832,2,760,2,2,3850000,Shaniwar Peth
10833,4,5000,4,2,53600000,Shivaji Nagar
10834,3,1614,2,2,5900000,Shukrawar Peth
10835,4,1500,3,2,16200000,Sinhagad Road
10836,3,1182,2,1,6010000,Somwar Peth
10837,2,1053,2,1,4629000,Swargate
10838,1,750,1,1,10500000,Tilak Road
10839,3,2000,3,3,12500000,Uruli Devachi
10840,3,1940,4,3,11600000,Vadgaon Budruk
10841,3,1590,3,2,10500000,Wadgaon Sheri
10842,2,1035,2,2,5279000,Viman Nagar
10843,2,1075,2,2,5300000,Vishrant Wadi
10844,2,900,2,0,5500000,Wagholi
10845,3,1260,2,1,6200000,Wakadewadi
10846,6,1200,5,0,26000000,Wanowrie
10847,3,1702,3,2,10700000,Warje
10848,3,1080,2,2,6500000,Yerawada
10849,2,1189,2,1,4500000,Alandi Road
10850,2,1035,2,1,3900000,Ambegaon Budruk
10851,2,1200,2,1,3600000,Anandnagar
10852,8,4482,6,2,85200000,Aundh
10853,3,1200,3,0,20000000,Aundh Road
10854,3,1300,3,1,6900000,Balaji Nagar
10855,2,1330,2,1,9365000,Baner
10856,3,1210,2,1,6500000,Baner road
10857,3,1350,2,2,5420000,Bhandarkar Road
10858,3,1900,2,2,6500000,Bhavani Peth
10859,3,1935,4,2,12500000,Bibvewadi
10860,3,1410,3,3,9000000,Bopodi
10861,2,1469,2,2,9914000,Budhwar Peth
10862,2,986,2,1,3000000,Bund Garden
10863,3,1460,2,2,8700000,Camp
10864,3,1260,2,2,8505000,Chandan Nagar
10865,3,1345,2,2,3950000,Dapodi
10866,2,980,2,1,5700000,Deccan Gymkhana
10867,2,1164,2,2,7500000,Dehu Road
10868,2,929,1,2,5100000,Dhankawadi
10869,2,1065,2,1,7000000,Dhayari Phata
10870,2,1150,2,0,5672500,Dhole Patil
10871,3,3000,3,1,26500000,Erandwane
10872,2,1020,2,1,3027000,Fatima Nagar
10873,3,1362,3,1,6263000,Fergusson College
10874,1,672,1,1,3685000,Ganesh Peth
10875,3,1746,3,3,11500000,Ganeshkhind
10876,2,1025,2,1,2960000,Ghorpade Peth
10877,2,1532,2,1,6500000,Ghorpadi
10878,3,1200,2,2,12000000,Gokhale Nagar
10879,2,1250,2,2,6500000,Gultekdi
10880,2,1188,2,1,3900000,Guruwar peth
10881,4,3565,4,0,21800000,Hadapsar
10882,2,1170,2,2,8500000,Hadapsar Industrial
10883,3,1800,3,2,15000000,Hingne Khurd
10884,2,1000,2,1,3500000,Jangali Maharaj
10885,3,2600,3,1,37500000,Kalyani Nagar
10886,5,1200,4,3,24000000,Karve Nagar
10887,4,2507,4,2,15500000,Karve Road
10888,2,1061,2,1,3400000,Kasba Peth
10889,2,1290,2,2,6900000,Katraj
10890,2,1200,2,1,4260000,Khadaki
10891,2,1120,2,2,3929000,Khadki
10892,1,418,1,1,1200000,Kharadi
10893,3,1333,3,1,5000000,Kondhwa
10894,3,1691,3,2,11900000,Kondhwa Budruk
10895,1,684,1,0,3435499,Kondhwa Khurd
10896,3,1700,3,3,25000000,Koregaon Park
10897,3,2030,4,1,12500000,Kothrud
10898,2,1012,2,1,7000000,Law College
10899,3,1245,2,1,6000000,Laxmi Road
10900,3,1765,3,2,11800000,Lulla Nagar
10901,2,1110,2,2,3625000,Mahatma Gandhi
10902,2,967,2,1,4780000,Mangalwar peth
10903,2,1044,2,2,3600000,Manik Bagh
10904,3,1518,3,3,8000000,Market yard
10905,3,1300,2,2,5700000,Model colony
10906,3,1798,3,3,7300000,Mukund Nagar
10908,4,3410,5,3,25300000,Nagar Road
10909,2,1179,2,2,5600000,Nana Peth
10911,2,1125,2,1,4800000,Narayangaon
10912,3,2098,3,1,21000000,Navi Peth
10913,3,2400,3,1,27000000,Padmavati
10914,3,1976,3,2,9200000,Parvati Darshan
10915,2,1190,2,2,6180000,Pashan
10916,3,1800,3,3,19200000,Paud Road
10917,3,1761,3,1,8452000,Pirangut
10918,3,1700,3,3,12000000,Prabhat Road
10919,4,900,4,1,7000000,Pune Railway
10920,2,1128,2,1,6480000,Rasta Peth
10921,3,2000,3,2,8500000,Raviwar Peth
10922,3,1220,2,1,3525000,Sadashiv Peth
10923,1,509,1,1,2000000,Sahakar Nagar
10924,3,1852,4,2,12200000,Salunke Vihar
10925,2,1045,2,1,4065000,Sasson Road
10926,4,3535,4,2,21500000,Satara Road
10927,2,1102,2,2,5367000,Senapati Bapat
10928,4,1800,3,2,8200000,Shaniwar Peth
10929,3,1436,2,2,7500000,Shivaji Nagar
10931,2,1140,2,2,5600000,Sinhagad Road
10932,1,645,1,1,5500000,Somwar Peth
10934,3,1200,3,2,22500000,Tilak Road
10935,3,2050,3,2,13500000,Uruli Devachi
10936,2,1335,2,1,9500000,Vadgaon Budruk
10937,2,2100,1,1,20000000,Wadgaon Sheri
10938,3,1255,3,2,7768000,Viman Nagar
10939,2,1140,2,1,5900000,Vishrant Wadi
10940,3,2376,3,1,24000000,Wagholi
10941,1,663,1,1,4600000,Wakadewadi
10942,2,1276,2,0,14600000,Wanowrie
10943,3,1450,3,3,6090000,Warje
10944,3,1400,3,3,6600000,Yerawada
10945,2,1339,2,1,5356000,Alandi Road
10946,3,1220,2,1,3522999,Ambegaon Budruk
10947,3,2200,3,2,27500000,Anandnagar
10948,2,1305,2,2,5200000,Aundh
10949,3,1740,3,3,8000000,Aundh Road
10950,2,680,1,1,2100000,Balaji Nagar
10951,2,1154,2,2,4700000,Baner
10952,2,1200,2,2,4000000,Baner road
10953,2,1155,2,2,5450000,Bhandarkar Road
10954,3,1525,2,3,6300000,Bhavani Peth
10955,1,600,1,1,12500000,Bibvewadi
10956,4,2470,5,2,19200000,Bopodi
10957,2,1100,2,1,6000000,Budhwar Peth
10958,2,1250,2,2,6500000,Bund Garden
10959,2,1400,2,1,7000000,Camp
10960,3,1600,3,2,10000000,Chandan Nagar
10961,2,1060,2,1,5500000,Dapodi
10962,2,1272,2,2,5000000,Deccan Gymkhana
10963,2,1296,2,2,10500000,Dehu Road
10964,4,2100,3,2,28000000,Dhankawadi
10965,3,1945,3,3,11500000,Dhayari Phata
10966,3,1033,2,2,3047000,Dhole Patil
10968,2,1235,2,2,5276000,Fatima Nagar
10969,3,2100,3,1,27000000,Fergusson College
10970,2,850,2,1,4250000,Ganesh Peth
10971,3,1880,3,2,11000000,Ganeshkhind
10972,4,2450,4,2,36800000,Ghorpade Peth
10973,2,1060,2,2,5200000,Ghorpadi
10974,3,2041,3,3,13800000,Gokhale Nagar
10975,2,1050,2,2,12500000,Gultekdi
10976,2,1037,2,1,3628000,Guruwar peth
10977,2,1150,2,1,3900000,Hadapsar
10978,2,1184,2,1,6200000,Hadapsar Industrial
10979,3,1680,3,2,12600000,Hingne Khurd
10980,3,1411,3,2,10000000,Jangali Maharaj
10981,5,900,5,0,5500000,Kalyani Nagar
10982,2,900,2,2,4100000,Karve Nagar
10983,4,3500,4,3,32000000,Karve Road
10984,3,1702,3,2,12000000,Kasba Peth
10985,2,1185,2,2,4500000,Katraj
10986,3,1300,3,1,6400000,Khadaki
10987,3,1545,3,2,6500000,Khadki
10988,3,1515,2,2,13500000,Kharadi
10989,3,1300,3,3,5500000,Kondhwa
10990,2,1107,2,1,5700000,Kondhwa Budruk
10991,3,1720,3,2,10600000,Kondhwa Khurd
10992,3,1540,3,2,15000000,Koregaon Park
10993,2,1000,2,1,4450000,Kothrud
10994,1,710,1,1,4042000,Law College
10995,2,1100,2,1,3800000,Laxmi Road
10996,4,3200,4,0,27000000,Lulla Nagar
10997,2,900,2,2,16000000,Mahatma Gandhi
10998,2,1250,2,0,4800000,Mangalwar peth
10999,5,2400,4,3,13000000,Manik Bagh
11001,4,875,4,0,15000000,Model colony
11002,4,1200,6,3,6000000,Mukund Nagar
11003,3,1485,2,2,7000000,Mundhawa
11004,3,1100,2,1,7800000,Nagar Road
11005,2,1245,2,1,5900000,Nana Peth
11006,4,1880,4,0,15400000,Narayan Peth
11007,3,2214,3,3,35000000,Narayangaon
11008,2,1050,2,2,4500000,Navi Peth
11009,4,600,4,2,9500000,Padmavati
11010,3,1640,3,2,10500000,Parvati Darshan
11011,2,1165,2,1,6500000,Pashan
11012,2,1110,2,1,4300000,Paud Road
11013,7,1200,5,2,20000000,Pirangut
11014,4,4000,4,2,63000000,Prabhat Road
11015,4,4500,4,0,15000000,Pune Railway
11016,4,600,4,3,6500000,Rasta Peth
11017,2,1300,2,2,7500000,Raviwar Peth
11018,2,1200,1,0,4200000,Sadashiv Peth
11020,2,1232,2,1,6961000,Salunke Vihar
11021,3,1704,3,2,9436000,Sasson Road
11022,3,1275,2,2,8800000,Satara Road
11023,3,1222,2,1,6800000,Senapati Bapat
11024,2,1155,2,2,3900000,Shaniwar Peth
11025,2,1000,2,1,2995000,Shivaji Nagar
11026,2,1200,2,1,4500000,Shukrawar Peth
11027,3,1517,3,2,7128000,Sinhagad Road
11028,2,1166,2,1,3729000,Somwar Peth
11029,2,870,2,2,2400000,Swargate
11030,5,4000,5,2,17000000,Tilak Road
11031,4,1350,4,1,23000000,Uruli Devachi
11033,3,1345,3,1,5800000,Wadgaon Sheri
11034,3,900,3,1,7500000,Viman Nagar
11035,4,3800,5,2,17000000,Vishrant Wadi
11036,3,971,2,2,3800000,Wagholi
11037,2,1255,2,1,5232000,Wakadewadi
11038,2,1810,2,2,6500000,Wanowrie
11039,2,1300,2,1,5800000,Warje
11040,2,1185,2,2,4500000,Yerawada
11041,2,1350,2,3,6800000,Alandi Road
11042,3,1510,3,0,7616000,Ambegaon Budruk
11043,7,3000,6,3,18000000,Anandnagar
11044,4,1560,3,2,14900000,Aundh
11046,3,1645,3,2,8700000,Balaji Nagar
11048,3,1200,3,1,6777000,Baner road
11049,2,1170,2,3,5000000,Bhandarkar Road
11050,4,3420,4,2,22500000,Bhavani Peth
11051,3,1320,2,2,6500000,Bibvewadi
11052,3,1610,3,2,8453000,Bopodi
11053,3,1870,3,3,18000000,Budhwar Peth
11054,3,1510,2,1,11000000,Bund Garden
11055,6,2700,7,3,11000000,Camp
11056,3,1305,2,1,4568000,Chandan Nagar
11057,3,1500,2,1,7000000,Dapodi
11058,2,1149,2,1,13000000,Deccan Gymkhana
11059,4,1948,4,2,12900000,Dehu Road
11060,3,1448,3,1,7000000,Dhankawadi
11061,2,1242,2,1,7800000,Dhayari Phata
11062,2,1268,2,1,5800000,Dhole Patil
11063,2,1101,2,1,5000000,Erandwane
11064,2,1255,2,3,6500000,Fatima Nagar
11066,3,984,3,2,14000000,Ganesh Peth
11067,2,1089,2,1,3267000,Ganeshkhind
11068,2,800,1,3,9500000,Ghorpade Peth
11069,3,1345,2,1,5700000,Ghorpadi
11070,8,3600,9,3,12500000,Gokhale Nagar
11071,4,1650,2,1,14000000,Gultekdi
11072,2,950,2,1,4500000,Guruwar peth
11073,2,1068,2,1,4300000,Hadapsar
11074,2,860,1,2,3100000,Hadapsar Industrial
11076,3,1756,3,2,6673000,Jangali Maharaj
11077,2,1205,2,1,4100000,Kalyani Nagar
11079,3,1800,3,2,12500000,Karve Road
11080,4,8321,5,2,291200000,Kasba Peth
11081,3,1604,3,0,6800000,Katraj
11082,4,2732,4,3,20400000,Khadaki
11083,2,1015,2,2,2588000,Khadki
11084,3,1200,2,2,4200000,Kharadi
11085,2,1010,2,2,3800000,Kondhwa
11086,2,1250,3,0,17000000,Kondhwa Budruk
11087,2,1010,2,1,4100000,Kondhwa Khurd
11088,2,1050,2,2,3310000,Koregaon Park
11089,3,1710,3,2,8500000,Kothrud
11091,1,410,1,1,1000000,Laxmi Road
11092,3,1656,2,1,6293000,Lulla Nagar
11093,3,1451,3,1,6800000,Mahatma Gandhi
11094,6,1200,3,0,17500000,Mangalwar peth
11095,2,1250,2,2,9300000,Manik Bagh
11096,3,4395,3,3,24000000,Market yard
11097,4,4600,6,2,65000000,Model colony
11098,3,1340,2,3,4200000,Mukund Nagar
11099,2,1100,2,2,3850000,Mundhawa
11101,3,1700,3,1,7100000,Nana Peth
11102,6,1200,5,0,15000000,Narayan Peth
11103,2,1096,2,1,4300000,Narayangaon
11104,2,1160,2,1,3350000,Navi Peth
11105,3,1936,3,2,13900000,Padmavati
11106,3,1269,2,2,6300000,Parvati Darshan
11107,3,3500,3,1,63000000,Pashan
11108,3,1586,3,1,12500000,Paud Road
11109,2,1376,2,1,12400000,Pirangut
11110,3,1452,3,3,5650000,Prabhat Road
11111,3,1538,3,1,10700000,Pune Railway
11112,3,1427,2,1,13000000,Rasta Peth
11113,2,935,2,0,4000000,Raviwar Peth
11114,2,1220,2,3,6500000,Sadashiv Peth
11115,2,1197,2,1,7700000,Sahakar Nagar
11116,2,674,1,1,1989999,Salunke Vihar
11117,1,410,1,1,1500000,Sasson Road
11118,3,1573,3,1,9000000,Satara Road
11119,2,1135,2,2,5800000,Senapati Bapat
11120,3,1400,2,1,4043000,Shaniwar Peth
11121,1,1200,1,0,6500000,Shivaji Nagar
11122,3,1800,3,0,9500000,Shukrawar Peth
11123,3,2045,3,2,10800000,Sinhagad Road
11124,2,1268,2,1,5600000,Somwar Peth
11125,2,883,2,1,3900000,Swargate
11126,3,1600,3,3,10000000,Tilak Road
11127,2,1056,2,2,7000000,Uruli Devachi
11130,2,1204,2,2,5800000,Viman Nagar
11131,3,1410,2,1,5400000,Vishrant Wadi
11132,2,1460,2,1,8030000,Wagholi
11133,2,1100,2,1,4118000,Wakadewadi
11134,2,1310,2,1,8800000,Wanowrie
11135,3,1600,3,2,9000000,Warje
11136,2,1250,2,2,5500000,Yerawada
11137,3,1665,3,2,7493000,Alandi Road
11138,3,1345,2,1,5700000,Ambegaon Budruk
11139,5,2000,5,2,24000000,Anandnagar
11140,2,1416,2,2,6700000,Aundh
11141,2,1145,2,2,4600000,Aundh Road
11142,10,7200,10,3,20000000,Balaji Nagar
11143,3,1231,3,2,5800000,Baner
11144,3,1664,3,0,7395000,Baner road
11145,3,2000,3,1,7600000,Bhandarkar Road
11146,2,972,2,2,4300000,Bhavani Peth
11147,4,4500,4,3,34500000,Bibvewadi
11148,2,1185,2,1,4739000,Bopodi
11149,3,1750,3,2,8100000,Budhwar Peth
11151,2,1007,2,1,6800000,Camp
11152,3,1700,3,2,20000000,Chandan Nagar
11153,2,1250,2,2,8500000,Dapodi
11154,2,1200,2,1,5400000,Deccan Gymkhana
11155,2,994,2,1,4228000,Dehu Road
11156,2,1150,2,2,4000000,Dhankawadi
11157,2,1220,2,2,4600000,Dhayari Phata
11158,2,1441,2,1,11500000,Dhole Patil
11159,2,1157,2,2,4732000,Erandwane
11160,6,1300,6,3,15000000,Fatima Nagar
11161,2,1400,2,2,10500000,Fergusson College
11163,5,1200,4,1,13000000,Ganeshkhind
11164,2,900,2,1,4000000,Ghorpade Peth
11165,1,418,1,1,1700000,Ghorpadi
11166,3,1200,3,1,8000000,Gokhale Nagar
11167,2,1200,2,3,4300000,Gultekdi
11168,2,1062,2,1,4248000,Guruwar peth
11169,2,1120,2,1,5100000,Hadapsar
11170,2,1012,2,1,4400000,Hadapsar Industrial
11171,3,1500,2,1,20000000,Hingne Khurd
11173,2,675,2,2,1350000,Kalyani Nagar
11174,2,1430,2,2,7800000,Karve Nagar
11175,3,1195,2,1,5600000,Karve Road
11176,3,2640,5,1,15000000,Kasba Peth
11177,3,1075,2,1,4200000,Katraj
11178,3,1550,3,0,7598999,Khadaki
11179,6,782,4,2,8500000,Khadki
11180,2,1011,2,1,5900000,Kharadi
11181,3,1450,2,1,10200000,Kondhwa
11182,2,1129,2,1,6900000,Kondhwa Budruk
11183,2,1126,2,1,3600000,Kondhwa Khurd
11185,3,1180,2,2,4500000,Kothrud
11186,3,600,4,2,12500000,Law College
11187,4,940,4,2,4500000,Laxmi Road
11188,3,1933,3,2,14000000,Lulla Nagar
11189,2,1082,2,2,6400000,Mahatma Gandhi
11190,8,2400,8,1,25000000,Mangalwar peth
11191,1,610,1,0,2800000,Manik Bagh
11192,4,1560,4,1,16000000,Market yard
11193,3,1300,3,3,7798999,Model colony
11194,4,3850,6,0,20500000,Mukund Nagar
11195,2,1125,2,1,4600000,Mundhawa
11196,6,2400,7,2,10700000,Nagar Road
11198,4,2500,3,1,6500000,Narayan Peth
11200,3,1864,3,2,12000000,Navi Peth
11201,2,1115,2,1,5191000,Padmavati
11202,1,400,1,1,2500000,Parvati Darshan
11203,2,1200,2,1,7000000,Pashan
11204,2,992,2,2,2480000,Paud Road
11205,2,950,2,3,5700000,Pirangut
11206,4,1500,4,3,18500000,Prabhat Road
11207,2,1200,2,1,6200000,Pune Railway
11208,3,1735,3,2,7000000,Rasta Peth
11209,3,1750,3,3,17200000,Raviwar Peth
11210,2,1009,2,2,5600000,Sadashiv Peth
11211,3,1470,2,3,10200000,Sahakar Nagar
11212,3,1527,3,2,11500000,Salunke Vihar
11213,2,985,2,1,4500000,Sasson Road
11214,4,3300,4,2,13500000,Satara Road
11215,2,1277,2,1,7700000,Senapati Bapat
11216,2,1100,2,1,6200000,Shaniwar Peth
11217,3,1820,3,2,14000000,Shivaji Nagar
11218,4,1530,3,3,8700000,Shukrawar Peth
11219,3,1886,3,2,20500000,Sinhagad Road
11220,3,1200,2,0,19000000,Somwar Peth
11221,3,1880,4,2,11000000,Swargate
11222,2,1255,2,2,5235000,Tilak Road
11223,2,700,2,1,3600000,Uruli Devachi
11224,2,1140,2,2,4600000,Vadgaon Budruk
11225,2,1025,2,1,2960000,Wadgaon Sheri
11226,4,3453,4,2,24700000,Viman Nagar
11227,3,1490,2,2,5960000,Vishrant Wadi
11228,4,1200,4,2,16500000,Wagholi
11229,3,1850,3,2,14000000,Wakadewadi
11230,2,1250,2,1,7800000,Wanowrie
11231,4,2400,3,1,10800000,Warje
11232,4,3522,5,3,71600000,Yerawada
11233,2,1244,2,2,8800000,Alandi Road
11234,4,623,4,1,7500000,Ambegaon Budruk
11235,2,1025,2,1,2857000,Anandnagar
11236,2,1034,2,1,3800000,Aundh
11237,3,1191,2,2,3334000,Aundh Road
11238,3,1719,3,2,7100000,Balaji Nagar
11239,2,1035,2,1,3933000,Baner
11240,4,1500,3,2,23000000,Baner road
11241,3,1470,2,2,8422000,Bhandarkar Road
11242,2,1140,2,1,5066000,Bhavani Peth
11244,6,600,6,2,8000000,Bopodi
11245,4,600,3,1,8400000,Budhwar Peth
11246,3,2990,3,2,17000000,Bund Garden
11247,3,1660,3,2,8500000,Camp
11248,3,1275,3,3,6343000,Chandan Nagar
11249,3,1365,3,1,5281000,Dapodi
11250,3,1200,2,0,9000000,Deccan Gymkhana
11252,3,1392,3,1,6945999,Dhankawadi
11253,2,1245,2,1,5976000,Dhayari Phata
11254,5,1200,3,1,6500000,Dhole Patil
11255,2,1162,2,2,6408000,Erandwane
11256,3,1476,2,1,7300000,Fatima Nagar
11257,1,700,1,1,2150000,Fergusson College
11258,6,3600,6,1,17000000,Ganesh Peth
11259,2,943,2,2,4800000,Ganeshkhind
11260,2,1150,2,1,17000000,Ghorpade Peth
11261,2,1113,2,1,4450000,Ghorpadi
11262,3,1615,3,2,6943000,Gokhale Nagar
11263,2,1279,2,3,10000000,Gultekdi
11264,2,1256,2,1,6000000,Guruwar peth
11265,3,1805,3,2,28000000,Hadapsar
11266,3,1350,3,1,6500000,Hadapsar Industrial
11267,3,1525,3,2,6863000,Hingne Khurd
11268,2,1357,2,1,12300000,Jangali Maharaj
11269,3,1645,3,2,11700000,Kalyani Nagar
11271,2,845,2,2,3200000,Karve Road
11272,2,900,2,0,2500000,Kasba Peth
11273,2,1210,2,1,6415000,Katraj
11274,2,829,2,1,2280000,Khadaki
11275,3,1879,3,2,15500000,Khadki
11276,3,1250,2,2,5000000,Kharadi
11277,4,1200,2,2,3500000,Kondhwa
11278,3,1108,2,1,6000000,Kondhwa Budruk
11279,3,1401,3,2,6900000,Kondhwa Khurd
11280,3,1157,2,1,7500000,Koregaon Park
11281,2,1185,2,1,4266000,Kothrud
11282,3,1751,3,2,11500000,Law College
11283,5,1550,3,1,25000000,Laxmi Road
11284,3,1880,3,2,9650000,Lulla Nagar
11285,3,1235,3,0,4098500,Mahatma Gandhi
11286,2,1175,2,2,3800000,Mangalwar peth
11287,2,1407,2,1,9849000,Manik Bagh
11288,2,1000,2,2,5000000,Market yard
11289,3,1518,3,3,7500000,Model colony
11290,4,3600,4,2,30000000,Mukund Nagar
11291,2,1027,2,1,6700000,Mundhawa
11292,4,3730,6,2,43000000,Nagar Road
11293,2,1145,2,2,4600000,Nana Peth
11294,2,1260,2,2,11300000,Narayan Peth
11295,3,1500,2,3,4725000,Narayangaon
11296,3,1737,2,1,5732000,Navi Peth
11298,3,1600,4,1,12000000,Parvati Darshan
11299,3,1500,3,2,13500000,Pashan
11300,2,1120,2,0,6000000,Paud Road
11301,3,1200,4,1,24000000,Pirangut
11302,2,1030,2,1,4650000,Prabhat Road
11303,6,2500,6,1,8800000,Pune Railway
11304,2,1057,2,1,3500000,Rasta Peth
11305,4,2774,4,3,20800000,Raviwar Peth
11306,2,1460,2,2,3850000,Sadashiv Peth
11307,2,1075,2,1,5370000,Sahakar Nagar
11308,3,1080,2,1,6000000,Salunke Vihar
11309,4,3626,5,3,78800000,Sasson Road
11312,2,1074,2,1,4280000,Shaniwar Peth
11313,2,1200,2,1,4613000,Shivaji Nagar
11314,4,2425,5,1,17500000,Shukrawar Peth
11315,2,1323,2,2,7400000,Sinhagad Road
11316,2,1232,2,1,6961000,Somwar Peth
11317,2,900,2,1,4000000,Swargate
11318,1,740,1,1,2365000,Tilak Road
11319,3,1920,3,2,13400000,Uruli Devachi
